Date List Produced,Record Expiration Date,Company Name,Mailing Address,Mailing City,Mailing State,Mailing Zip Code,Mailing Zip 4,Credit Rating Score,Location Employee Size Range,IUSA Number,Executive Last Name,Executive First Name,Executive Gender,Executive Title,Fax Number Combined,Phone Number Combined,Primary SIC Code,Primary SIC Code Description,Location Sales Volume Range,SIC Code 1,SIC Code Description 1,Lead Status,Tags
10/02/2018,04/02/2019,Red Auto Sales,1350 Hayes St,Benicia,CA,94510,2945,C,1 to 4,435220599,,,,,,(707) 742-4339,5511-03,Automobile Dealers-Used Cars,$1-2.5 Million,5511-03,Automobile Dealers-Used Cars,,
10/02/2018,04/02/2019,Reed's Body & Fender Works Inc,479 E L St,Benicia,CA,94510,3401,A,5 to 9,301354510,Reed,Mike,Male,Owner,(707) 745-5243,(707) 745-0454,7532-01,Automobile Body-Repairing & Painting,"$500,000-1 Million",7532-01,Automobile Body-Repairing & Painting,,
10/02/2018,04/02/2019,Remodel Plus,PO Box 974,Benicia,CA,94510,0974,C,1 to 4,715170959,Iniguez,Victor,Male,Other,,(925) 765-5315,1521-39,Remodeling & Repairing Bldg Contractors,"$500,000-1 Million",1521-39,Remodeling & Repairing Bldg Contractors,,
10/02/2018,04/02/2019,Rescom Properties,110 E D St # K,Benicia,CA,94510,3252,A,1 to 4,404604742,Blair,Linda,Female,Owner,,(707) 746-6500,6531-18,Real Estate,"Less Than $500,000",6531-18,Real Estate,,
10/02/2018,04/02/2019,Reverse Mortgage Group,,Benicia,CA,94510,,B,1 to 4,439752208,Miller-Bornema,Beth,Female,Manager,,(707) 205-4115,6162-01,Real Estate Loans,$1-2.5 Million,6162-01,Real Estate Loans,,
10/02/2018,04/02/2019,Reyes Electric Co,PO Box 621,Benicia,CA,94510,0621,B,1 to 4,466515780,,,,,,(707) 747-6818,1731-01,Electric Contractors,"Less Than $500,000",1731-01,Electric Contractors,,
10/02/2018,04/02/2019,Robert China Garden,136 Ardmore Way,Benicia,CA,94510,2023,A,5 to 9,858538853,Hung,Robert,Male,Owner,,(707) 745-8130,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Robert Schroth Law Offices,177 Military E,Benicia,CA,94510,2701,A,1 to 4,423759104,Schroth,Robert,Male,Owner,,(707) 745-0130,8111-03,Attorneys,"Less Than $500,000",8111-03,Attorneys,,
10/02/2018,04/02/2019,Robertson Custom Construction,687 W I St,Benicia,CA,94510,3034,C,1 to 4,562660399,Robertson,Michael,Male,Owner,,(707) 745-4125,1521-39,Remodeling & Repairing Bldg Contractors,"Less Than $500,000",1521-39,Remodeling & Repairing Bldg Contractors,,
10/02/2018,04/02/2019,Robin & Co,101 E H St # B,Benicia,CA,94510,5500,B+,1 to 4,402168420,,,,,,(707) 748-1104,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Romanoff Floor Covering,6720 Goodyear Rd,Benicia,CA,94510,1251,U,1 to 4,721478967,,,,,,(707) 297-6146,1752-03,Floor Laying Refinishing & Resurfacing,"Less Than $500,000",1752-03,Floor Laying Refinishing & Resurfacing,,
10/02/2018,04/02/2019,Rooter-Man,,Benicia,CA,94510,,B+,1 to 4,416094755,,,,,,(707) 747-5555,1711-05,Plumbing Contractors,"$500,000-1 Million",1711-05,Plumbing Contractors,,
10/02/2018,04/02/2019,Rosanna's European Delights,305 1st St,Benicia,CA,94510,3206,A,10 to 19,657656419,Hijsven,Liz,Female,Owner,,(707) 747-9333,5812-08,Restaurants,"$500,000-1 Million",5812-08,Restaurants,,
10/02/2018,04/02/2019,Rosies Cafe,3001 Bayshore Rd # 1,Benicia,CA,94510,1260,B,1 to 4,466515517,Valleo-Arriaga,Rosita,Female,Owner,,(707) 745-1154,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Roszkos Family Daycare,538 Cambridge Dr,Benicia,CA,94510,1316,B,1 to 4,412840772,Roszkos,Lori,Female,Owner,,(707) 745-2123,8351-01,Child Care Service,"Less Than $500,000",8351-01,Child Care Service,,
10/02/2018,04/02/2019,Round Table Pizza,878 Southampton Rd,Benicia,CA,94510,1907,A+,20 to 49,103993168,Bigilow,Todd,Male,Owner,(707) 746-4891,(707) 746-7000,5812-22,Pizza,$1-2.5 Million,5812-22,Pizza,,
10/02/2018,04/02/2019,Rrags Caffe,1383 E 2nd St,Benicia,CA,94510,2836,A,5 to 9,179731583,Tran,Sam,Male,Manager,,(707) 748-4247,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,S & G Discount Carpet,533 Stone Rd,Benicia,CA,94510,1057,B,1 to 4,705898494,,,,,,(707) 297-8980,5713-05,Carpet & Rug Dealers-New,"$500,000-1 Million",5713-05,Carpet & Rug Dealers-New,,
10/02/2018,04/02/2019,S David Enterprise,401 W Channel Rd # D,Benicia,CA,94510,1150,C+,1 to 4,687613950,David,Stephen,Male,President,,(707) 746-5848,6531-27,Rental Agencies,"Less Than $500,000",6531-27,Rental Agencies,,
10/02/2018,04/02/2019,Safe T Systems Inc,,Benicia,CA,94510,,B,5 to 9,618467732,,,,,,(707) 747-5700,7382-02,Security Systems,"$500,000-1 Million",7382-02,Security Systems,,
10/02/2018,04/02/2019,Sailor Jack's,,Benicia,CA,94510,,B,5 to 9,708408657,,,,,,(707) 745-0569,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Sailor Jack's,123 1st St,Benicia,CA,94510,3203,B+,5 to 9,402168781,,,,,,(707) 746-8500,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Sandovals Mexican Food,640 1st St,Benicia,CA,94510,3212,A,10 to 19,314962978,Sandoval,Deanne,Female,Owner,(707) 747-9515,(707) 746-7830,5812-08,Restaurants,"$500,000-1 Million",5812-08,Restaurants,,
10/02/2018,04/02/2019,Santa Clara Warehouses Inc,360 Industrial Ct # A,Benicia,CA,94510,1138,A+,20 to 49,959532763,,,,,,(707) 748-0295,4225-05,Warehouses-Merchandise & Self Storage,,4225-05,Warehouses-Merchandise & Self Storage,,
10/02/2018,04/02/2019,Scotts Auto Repair,3801 Sprig Dr,Benicia,CA,94510,1248,C+,1 to 4,426807956,Zimmer,Scott,Male,Owner,,(707) 748-7700,7538-01,Automobile Repairing & Service,"Less Than $500,000",7538-01,Automobile Repairing & Service,,
10/02/2018,04/02/2019,Screen Machine,PO Box 267,Vineburg,CA,95487,0267,B,1 to 4,531037901,Wilson,Michael,Male,Owner,,(707) 254-0448,5211-16,Screens-Door & Window,"Less Than $500,000",5211-16,Screens-Door & Window,,
10/02/2018,04/02/2019,SFKC,360 E N St,Benicia,CA,94510,2819,C+,1 to 4,425729262,Burmann,Jeff,Male,President,,(707) 234-7352,7991-06,Personal Trainers-Fitness,"Less Than $500,000",7991-06,Personal Trainers-Fitness,,
10/02/2018,04/02/2019,Shamrock Landscape Co,PO Box 53,Benicia,CA,94510,0053,A,5 to 9,562657817,Olis,Mike,Male,Owner,,(707) 745-3685,0782-06,Lawn & Grounds Maintenance,"Less Than $500,000",0782-06,Lawn & Grounds Maintenance,,
10/02/2018,04/02/2019,Signature Tree Solution,4728 E 2nd St,Benicia,CA,94510,1052,U,1 to 4,734489153,,,,,,(707) 745-5444,0783-01,Tree Service,"Less Than $500,000",0783-01,Tree Service,,
10/02/2018,04/02/2019,Skin Medica MD,560 1st St,Benicia,CA,94510,3295,U,1 to 4,723306142,,,,,,(707) 297-6209,7231-01,Skin Treatments,"Less Than $500,000",7231-01,Skin Treatments,,
10/02/2018,04/02/2019,Sky Valley,1090 Adams St # L,Benicia,CA,94510,2953,A+,10 to 19,403996218,,,,,(707) 748-5960,(707) 748-5960,6162-01,Real Estate Loans,$2.5-5 Million,6162-01,Real Estate Loans,,
10/02/2018,04/02/2019,Solano Endodontic Speclsts,127 E H St,Benicia,CA,94510,3230,A,1 to 4,404397791,,,,,,(707) 747-0728,8021-01,Dentists,"Less Than $500,000",8021-01,Dentists,,
10/02/2018,04/02/2019,Solano Family Dentistry,300 Military W,Benicia,CA,94510,3037,B+,5 to 9,711333520,,,,,,(707) 297-6240,8021-01,Dentists,"$500,000-1 Million",8021-01,Dentists,,
10/02/2018,04/02/2019,Solano Smile Orthodontics,,Benicia,CA,94510,,A,5 to 9,700100212,,,,,,(707) 748-0500,8021-01,Dentists,"$500,000-1 Million",8021-01,Dentists,,
10/02/2018,04/02/2019,Solo Pavers Expert Inc,533 Poppy Cir,Benicia,CA,94510,3715,U,1 to 4,727926377,Cruz,Maicon,Female,Manager,,(925) 255-6502,1611-01,Paving Contractors,"$500,000-1 Million",1611-01,Paving Contractors,,
10/02/2018,04/02/2019,Sonitrol,,Benicia,CA,94510,,A,10 to 19,670455708,,,,,,(707) 745-6060,5063-04,Security Control Equip & Systems-Whls,$10-20 Million,5063-04,Security Control Equip & Systems-Whls,,
10/02/2018,04/02/2019,SOS Plumbing & Heating,3001 Bayshore Rd # 2,Benicia,CA,94510,1260,C+,1 to 4,354913162,Mc Donald,Charles,Male,Owner,,(707) 554-6620,1711-05,Plumbing Contractors,"Less Than $500,000",1711-05,Plumbing Contractors,,
10/02/2018,04/02/2019,South Coast Steel,3841 Sprig Dr,Benicia,CA,94510,1206,B,1 to 4,229765045,Dolmage,Pat,Female,Manager,,(707) 747-2765,5211-26,Building Materials,"$500,000-1 Million",5211-26,Building Materials,,
10/02/2018,04/02/2019,South Hampton Auto Repair Pro,4588 E 2nd St # A,Benicia,CA,94510,1013,B+,1 to 4,514022649,Ibarra,Norma,Female,Owner,(707) 748-1026,(707) 361-4646,7538-01,Automobile Repairing & Service,"$500,000-1 Million",7538-01,Automobile Repairing & Service,,
10/02/2018,04/02/2019,South Villa Chinese Restaurant,2040 Columbus Pkwy,Benicia,CA,94510,5400,B+,1 to 4,448482166,Jiang,Ya,Female,Owner,,(707) 747-1688,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Southampton Dental Care,884 Southampton Rd,Benicia,CA,94510,1907,A,1 to 4,530426154,Chohan,Surekha,Female,Owner,(707) 748-7693,(707) 748-7600,8021-01,Dentists,"Less Than $500,000",8021-01,Dentists,,
10/02/2018,04/02/2019,Southampton Pet Hospital LTD,PO Box 547,Benicia,CA,94510,0547,A+,5 to 9,402741588,Morrey,Jeff,Male,Other,,(707) 745-1135,0742-01,Veterinarians,"$500,000-1 Million",0742-01,Veterinarians,,
10/02/2018,04/02/2019,Sp Automotive Supply,1421 E 5th St,Benicia,CA,94510,3516,A,5 to 9,448483438,Christiansen,John,Male,Site Manager,,(707) 745-5910,5531-11,Automobile Parts & Supplies-Retail-New,$1-2.5 Million,5531-11,Automobile Parts & Supplies-Retail-New,,
10/02/2018,04/02/2019,Specialty AC Products,5250 E 2nd St,Benicia,CA,94510,1004,B+,10 to 19,625818828,Forney,Dan,Male,Manager,,(707) 752-8170,7319-08,Distribution Services,$1-2.5 Million,7319-08,Distribution Services,,
10/02/2018,04/02/2019,Sport Clips,808 Southampton Rd,Benicia,CA,94510,1907,A,5 to 9,425107079,,,,,,(707) 751-1775,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Spot Coolers,3195 Park Rd,Benicia,CA,94510,1185,C+,1 to 4,689528479,,,,,,(707) 745-2343,1711-17,Air Conditioning Contractors & Systems,"Less Than $500,000",1711-17,Air Conditioning Contractors & Systems,,
10/02/2018,04/02/2019,Sprankle's Village Deli,82 Solano Sq,Benicia,CA,94510,2712,B+,5 to 9,423759302,Sprankle,Chantel,Female,Owner,,(707) 297-6119,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,St Dominic's School,935 E 5th St,Benicia,CA,94510,3499,I,20 to 49,450086822,Cullen,Theresa,Female,Principal,(707) 745-1841,(707) 745-1266,8211-03,Schools,,8211-03,Schools,,
10/02/2018,04/02/2019,Stage One Dance Ctr,390 Military E,Benicia,CA,94510,2811,B,1 to 4,466515285,Sevier,Julie,Female,Administrator,(707) 745-1834,(707) 745-1834,7911-01,Dancing Instruction,"Less Than $500,000",7911-01,Dancing Instruction,,
10/02/2018,04/02/2019,Star Motors,986 Adams St,Benicia,CA,94510,2943,B,1 to 4,317143865,Gaumann,Tony,Male,Owner,(707) 745-6065,(707) 745-5606,7538-01,Automobile Repairing & Service,"Less Than $500,000",7538-01,Automobile Repairing & Service,,
10/02/2018,04/02/2019,Star Sports,5474 Gateway Plaza Dr,Benicia,CA,94510,2122,B+,5 to 9,858510860,Webster,Carl,Male,Owner,,(707) 745-6724,7389-42,Embroidery,"$500,000-1 Million",7389-42,Embroidery,,
10/02/2018,04/02/2019,Starbucks,820 Southampton Rd,Benicia,CA,94510,1907,A+,10 to 19,735460745,Gonzales,Cristina,Female,Site Manager,,(707) 745-6233,5812-28,Coffee Shops,"$500,000-1 Million",5812-28,Coffee Shops,,
10/02/2018,04/02/2019,State Farm Insurance,560 1st St # C103,Benicia,CA,94510,3266,B+,1 to 4,435376950,Mc Clure,Steve,Male,Manager,(707) 745-6852,(707) 745-0848,6411-12,Insurance,"Less Than $500,000",6411-12,Insurance,,
10/02/2018,04/02/2019,Stephanie Scanlan Insurance,739 1st St,Benicia,CA,94510,3213,B,1 to 4,723180904,Scanlan,Stephanie,Female,Manager,,(707) 361-5063,6411-12,Insurance,"Less Than $500,000",6411-12,Insurance,,
10/02/2018,04/02/2019,Stephanie Scanlan-State Farm,739 1st St,Benicia,CA,94510,3213,B,1 to 4,723476911,Scanlan,Stephanie,Female,,,(707) 746-0350,6411-12,Insurance,"Less Than $500,000",6411-12,Insurance,,
10/02/2018,04/02/2019,Stepping Stone Mortgage,869 Corcoran Ct,Benicia,CA,94510,3612,A,1 to 4,402168673,Bowles,Jim,Male,Owner,,(707) 748-7373,6162-01,Real Estate Loans,$1-2.5 Million,6162-01,Real Estate Loans,,
10/02/2018,04/02/2019,Stop Loss Insurance Svc,940 Adams St # C,Benicia,CA,94510,2950,A,5 to 9,409380219,Bocek,Rebecca,Female,President,(707) 748-4292,(707) 748-4274,6411-12,Insurance,"$500,000-1 Million",6411-12,Insurance,,
10/02/2018,04/02/2019,Strong Tax Svc,879 Oxford Way,Benicia,CA,94510,3644,C+,1 to 4,506821982,Strong,Elizabeth,Female,Owner,,(707) 746-6688,7291-01,Tax Return Preparation & Filing,"Less Than $500,000",7291-01,Tax Return Preparation & Filing,,
10/02/2018,04/02/2019,SUBWAY,2052 Columbus Pkwy,Benicia,CA,94510,5400,B+,1 to 4,417400975,Kur,Jody,Male,Owner,(707) 746-1555,(707) 746-1555,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,SUBWAY,836 Southampton Rd # D,Benicia,CA,94510,1960,A,5 to 9,858544182,,,,,(707) 747-0532,(707) 747-0532,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Sue's Scissors Hair Design,1173 E 5th St,Benicia,CA,94510,3413,B+,1 to 4,858541832,Peeler,Sue,Female,Owner,,(707) 746-5035,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Super Stop Deli,816 Southampton Rd,Benicia,CA,94510,1907,B,1 to 4,858537152,,,,,,(707) 745-2485,5812-09,Delicatessens,"Less Than $500,000",5812-09,Delicatessens,,
10/02/2018,04/02/2019,Supercuts,868 Southampton Rd,Benicia,CA,94510,1907,A,5 to 9,466514106,Paris,Alaina,Female,Site Manager,(707) 747-0671,(707) 747-0659,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,"Swoboda, Christopher DDS",202 Military E,Benicia,CA,94510,2809,B+,1 to 4,719969044,Swoboda,Christopher,Male,,,(707) 745-4902,8021-01,Dentists,"$500,000-1 Million",8021-01,Dentists,,
10/02/2018,04/02/2019,Synergy Hair,321 1st St # 102,Benicia,CA,94510,3268,B+,1 to 4,506819770,Thorn,Kim,Female,Owner,,(707) 747-1651,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Szechwan House,500 1st St # A,Benicia,CA,94510,3210,A,5 to 9,301921342,Tran,David,Male,Owner,(707) 751-0220,(707) 745-4743,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,T J & M Masonry,230 E K St,Benicia,CA,94510,3317,B,1 to 4,401723238,Chavez,Francisco,Male,President,,(707) 746-8483,1741-01,Masonry Contractors,"Less Than $500,000",1741-01,Masonry Contractors,,
10/02/2018,04/02/2019,Taco Bell,700 Military W,Benicia,CA,94510,2560,A,10 to 19,423452362,Hernandez,Jose,Male,Site Manager,,(707) 751-0877,5812-08,Restaurants,"$500,000-1 Million",5812-08,Restaurants,,
10/02/2018,04/02/2019,Team Industrial Svc Inc,4700 E 2nd St,Benicia,CA,94510,1012,A+,20 to 49,858544125,Kolcun,Joe,Male,Manager,(707) 748-5804,(707) 748-5800,3679-01,Electronic Equipment & Supplies-Mfrs,$2.5-5 Million,3679-01,Electronic Equipment & Supplies-Mfrs,,
10/02/2018,04/02/2019,Tenret Tile,381 E L St,Benicia,CA,94510,3442,C+,1 to 4,530426444,Tenret,Jerry,Male,Owner,,(707) 751-1700,5712-13,Counter Tops,"Less Than $500,000",5712-13,Counter Tops,,
10/02/2018,04/02/2019,Thomas K Porta Inc,2044 Columbus Pkwy,Benicia,CA,94510,5400,A,1 to 4,487437576,Jeans,T L,,Owner,,(707) 746-7400,8111-03,Attorneys,"Less Than $500,000",8111-03,Attorneys,,
10/02/2018,04/02/2019,Three D Electric Co,4690 E 2nd St # 4,Benicia,CA,94510,1008,B+,5 to 9,638913319,Smith,John,Male,CEO,,(707) 297-6477,1731-01,Electric Contractors,"$500,000-1 Million",1731-01,Electric Contractors,,
10/02/2018,04/02/2019,Titan Electric,,Benicia,CA,94510,,C+,1 to 4,674105093,,,,,,(707) 748-4249,1731-01,Electric Contractors,"Less Than $500,000",1731-01,Electric Contractors,,
10/02/2018,04/02/2019,Tony Martin Installation,1782 Audrey Ct,Benicia,CA,94510,2645,B,1 to 4,405787701,Martin,Tony,Male,Owner,,(707) 751-1672,7538-01,Automobile Repairing & Service,"Less Than $500,000",7538-01,Automobile Repairing & Service,,
10/02/2018,04/02/2019,Top End Constructors,3840 Industrial Way,Benicia,CA,94510,1220,C,1 to 4,716862771,,,,,,(707) 297-6311,1521-03,General Contractors,"$500,000-1 Million",1521-03,General Contractors,,
10/02/2018,04/02/2019,Traynor Taxes & Sm Bus,1440 Military W,Benicia,CA,94510,2451,C,1 to 4,710822870,,,,,,(707) 745-1099,7291-01,Tax Return Preparation & Filing,"Less Than $500,000",7291-01,Tax Return Preparation & Filing,,
10/02/2018,04/02/2019,Tri City Autowash,505 Military E,Benicia,CA,94510,3517,B,1 to 4,425201164,,,,,,(707) 751-1580,7542-01,Car Washing & Polishing,"Less Than $500,000",7542-01,Car Washing & Polishing,,
10/02/2018,04/02/2019,Tri County Floors,536 Stone Rd,Benicia,CA,94510,1153,C,1 to 4,436055178,,,,,,(707) 747-5822,1752-03,Floor Laying Refinishing & Resurfacing,"Less Than $500,000",1752-03,Floor Laying Refinishing & Resurfacing,,
10/02/2018,04/02/2019,Trinity EMCS-Benecia,560 1st St # B201,Benicia,CA,94510,3293,B+,5 to 9,416094698,,,,,,(707) 297-6600,1711-02,Heating Contractors,"$500,000-1 Million",1711-02,Heating Contractors,,
10/02/2018,04/02/2019,Twistted Sisters Hair Studio,821 E 2nd St # 201e,Benicia,CA,94510,3344,B,1 to 4,423759198,Brazael,Trasi,,Manager,,(707) 980-0856,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,U.S. Bank Branch,848 Southampton Rd,Benicia,CA,94510,1907,A+,5 to 9,562663187,,,,,(707) 745-9013,(707) 745-4144,6021-01,Banks,$1-2.5 Million,6021-01,Banks,,
10/02/2018,04/02/2019,UMA Solar,537 Stone Rd # B,Benicia,CA,94510,1171,B,1 to 4,666594858,Gahagan,Jeff,Male,Manager,,(707) 863-7723,5074-05,Solar Energy Equipment-Wholesale,$1-2.5 Million,5074-05,Solar Energy Equipment-Wholesale,,
10/02/2018,04/02/2019,Umpqua Bank,1395 E 2nd St,Benicia,CA,94510,2836,A+,5 to 9,545242190,Phoenix,Jae,Male,Site Manager,(707) 748-3290,(707) 748-3270,6021-01,Banks,$1-2.5 Million,6021-01,Banks,,
10/02/2018,04/02/2019,Union Hotel,401 1st St,Benicia,CA,94510,3207,B+,1 to 4,588793893,Woytak,Lidia,Female,Owner,(707) 746-7849,(707) 746-0110,7011-01,Hotels & Motels,"$500,000-1 Million",7011-01,Hotels & Motels,,
10/02/2018,04/02/2019,Union Hotel Restaurant & Bar,401 1st St,Benicia,CA,94510,3207,A,5 to 9,715179201,Oviedo,Gabriel,Male,Other,,(707) 746-7847,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Up 2 Code Plumbing & Boilers,,Benicia,CA,94510,,B,1 to 4,426980259,,,,,,(707) 751-1714,1711-05,Plumbing Contractors,"$500,000-1 Million",1711-05,Plumbing Contractors,,
10/02/2018,04/02/2019,Up2code Plumbing,PO Box 2385,Benicia,CA,94510,5385,C+,1 to 4,706581708,Pitta,Mike,Male,Owner,,(707) 333-5992,1711-05,Plumbing Contractors,"Less Than $500,000",1711-05,Plumbing Contractors,,
10/02/2018,04/02/2019,UPS Store,77 Solano Sq,Benicia,CA,94510,2712,B+,1 to 4,588794107,Bohra,Sudah,Female,Owner,(707) 747-1557,(707) 747-1699,7331-01,Mailing & Shipping Services,"Less Than $500,000",7331-01,Mailing & Shipping Services,,
10/02/2018,04/02/2019,Ur-Attitude,832 1st St,Benicia,CA,94510,3216,B+,1 to 4,416094854,,,,,,(707) 746-6393,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,V Thomas Langford Law Office,1001 Madison St # 1,Benicia,CA,94510,2927,A,1 to 4,417400454,Langford,V Thomas,Male,,,(707) 747-5133,8111-03,Attorneys,"Less Than $500,000",8111-03,Attorneys,,
10/02/2018,04/02/2019,Vallejos Tae KWON Do Academy,PO Box 1213,Benicia,CA,94510,4213,B,1 to 4,858541576,Vallejos,Ruben,Male,Owner,,(707) 746-1795,7999-45,Martial Arts Instruction,"Less Than $500,000",7999-45,Martial Arts Instruction,,
10/02/2018,04/02/2019,VCA Benicia Animal Hospital,335 Military W,Benicia,CA,94510,3036,C+,10 to 19,734403276,,,,,,(707) 745-4600,0742-03,Animal Hospitals,$1-2.5 Million,0742-03,Animal Hospitals,,
10/02/2018,04/02/2019,Venticello's Ristorante-Bnc,911 1st St,Benicia,CA,94510,3217,A,5 to 9,176414241,Cortez,Romero,Male,Owner,,(707) 747-5263,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Vera Leigh Marcus Inc,1060 Grant St,Benicia,CA,94510,2940,B+,1 to 4,438235006,,,,,,(707) 747-0713,8111-03,Attorneys,"Less Than $500,000",8111-03,Attorneys,,
10/02/2018,04/02/2019,Vigil Mechanical Inc,4816 E 2nd St,Benicia,CA,94510,1023,C+,1 to 4,222614547,Vigil,Cam,Male,Owner,,(707) 748-1000,1711-14,Mechanical Contractors,"Less Than $500,000",1711-14,Mechanical Contractors,,
10/02/2018,04/02/2019,Vince's Landscaping,,Benicia,CA,94510,,B,1 to 4,506819994,Martino,Vince,Male,Manager,,(707) 747-0545,0782-06,Lawn & Grounds Maintenance,"Less Than $500,000",0782-06,Lawn & Grounds Maintenance,,
10/02/2018,04/02/2019,W R Meadows Of Cal Inc,,Benicia,CA,94510,,C,1 to 4,439752116,,,,,,(707) 745-6066,5211-26,Building Materials,"$500,000-1 Million",5211-26,Building Materials,,
10/02/2018,04/02/2019,Weight Watchers,120 E J St,Benicia,CA,94510,3235,C,10 to 19,734185328,,,,,,(800) 651-6000,7299-34,Weight Control Services,"Less Than $500,000",7299-34,Weight Control Services,,
10/02/2018,04/02/2019,Wells Fargo Bank,892 Southampton Rd,Benicia,CA,94510,1907,A+,5 to 9,562657379,Fernandez,Derek,Male,Site Manager,,(707) 745-0688,6021-01,Banks,$1-2.5 Million,6021-01,Banks,,
10/02/2018,04/02/2019,William Kent Kelley Ins Svc,1350 Hayes St # A25,Benicia,CA,94510,2971,B+,1 to 4,262268816,Kelley,William K,Male,Manager,,(707) 745-1919,6411-12,Insurance,"Less Than $500,000",6411-12,Insurance,,
10/02/2018,04/02/2019,Woltz Electric,4870 E 2nd St,Benicia,CA,94510,1023,C+,1 to 4,689528495,Woltz,William,Male,Owner,,(707) 745-1500,1731-01,Electric Contractors,"Less Than $500,000",1731-01,Electric Contractors,,
10/02/2018,04/02/2019,Wolves Heating & Air Cond,,Benicia,CA,94510,,C+,1 to 4,416094536,,,,,,(707) 745-3999,1711-17,Air Conditioning Contractors & Systems,"Less Than $500,000",1711-17,Air Conditioning Contractors & Systems,,
10/02/2018,04/02/2019,"Wong, Teresina N DDS",2008 Columbus Pkwy,Benicia,CA,94510,5400,A+,1 to 4,735298996,Wong,Teresina N,Female,,(707) 745-3847,(707) 745-3838,8021-01,Dentists,"$500,000-1 Million",8021-01,Dentists,,
10/02/2018,04/02/2019,Wright Brothers Supply,3701 Industrial Way,Benicia,CA,94510,1226,A,5 to 9,262267149,Farmer,Randy,Male,Manager,,(707) 747-0102,3423-04,Dry Wall Contractors Equip & Supl-Mfrs,"$500,000-1 Million",3423-04,Dry Wall Contractors Equip & Supl-Mfrs,,
10/02/2018,04/02/2019,Wright In Home Senior Svc,849 1st St,Benicia,CA,94510,3257,B+,5 to 9,403759745,,,,,,(707) 750-5161,8082-01,Home Health Service,"Less Than $500,000",8082-01,Home Health Service,,
10/02/2018,04/02/2019,Yan's Day Spa,328 1st St,Benicia,CA,94510,3553,C+,1 to 4,404824876,Xu,Yan,Female,Owner,,(707) 745-5888,7231-19,Spas-Beauty & Day,"Less Than $500,000",7231-19,Spas-Beauty & Day,,
